Label,Brand,Name,Price,Rank,Ingredients,Combination,Dry,Normal,Oily,Sensitive
"Treatment,COSRX,COSRX Full Fit Propolis Light Cream 340g,85,4.2,""Water , Dicaprylyl Carbonate , Glycerin , Cetearyl Alcohol , Cetearyl Olivate , Sorbitan Olivate , Sclerocarya Birrea Seed Oil , Bacillus/Soybean/ Folic Acid Ferment Extract"",1,1,1,1,1"
"Treatment,Skinceuticals Metacell,Skinceuticals Metacell Renewal B3 30ml,65,3.8,""Water, Glycerin, Caprylic/ Capric Triglyceride, Isopropyl Isostearate, Pseudozyma Epicola/Camellia Sinensis Seed Oil/Glucose/Glycine Soja Meal"",1,1,1,1,0"
"Treatment,Bioderma,Bioderma Cicabio Arnica+ Repairing Cream 100ml,71,4.4,""Water, Dicaprylyl Carbonate, Glycerin, Cetearyl Alcohol, Cetearyl Olivate, Sorbitan Olivate, Sclerocarya Birrea Seed Oil, Bacillus/Soybean/ Folic Acid Ferment Extract*"",1,0,1,1,0"
"Treatment,COSRX,COSRX Balancium B5 Biome Comfort Cream 340g,103,4.2,""Water, Glycerin, Caprylic/ Capric Triglyceride, Isopropyl Isostearate, Pseudozyma Epicola/Camellia Sinensis Seed Oil/Glucose/Glycine Soja Meal *."",1,1,1,0,0"
Serum,Murad,Murad Vita-C Glycolic Brightening Serum 50ml,108,4.7,100% Unrefined Sclerocraya Birrea (Marula) Kernel Oil..,0,1,1,0,0
Treatment,COSRX,COSRX Ultimate Moisturizing Honey Overnight Mask 40ml,95,4.3,Caprylic/Capric Triglyceride Dicaprylyl Carbonate Squalane Rosa Canina Fruit Oil Oenothera Biennis Oil,1,1,1,1,0
"Treatment,Avène,Avène Retrinal+ 0.1 Intensive Cream 50ml,41,4.4,""Algae (Seaweed) Extract, Mineral Oil, Petrolatum, Glycerin, Isohexadecane, Microcrystalline Wax, Lanolin Alcohol, Citrus Aurantifolia (Lime) Extract, Sesamum Indicum (Sesame) Seed Oil, Eucalyptus Globulus (Eucalyptus) Leaf Oil*"",1,1,1,0,1"
"Treatment,Neutrogena,Neutrogena Rapid Wrinkle Repair Retinol Cream 30g,67,4.8,""Algae (Seaweed) Extract, Mineral Oil, Petrolatum, Glycerin, Isohexadecane, Microcrystalline Wax, Lanolin Alcohol, Citrus Aurantifolia (Lime) Extract, Sesamum Indicum (Sesame) Seed Oil, Eucalyptus Globulus (Eucalyptus) Leaf Oil"",1,1,1,1,1"
"Treatment,Neutrogena,Neutrogena Bright Boost Gel Cream 56.7g,103,3.8,""Water, Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate*, Dimethicone, Propanediol, Glycerin *."",0,1,1,1,1"
"Treatment,Tatcha The,Tatcha The Dewy Skin Cream 250ml,42,4.6,""Water, Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate*, Dimethicone, Propanediol, Glycerin."",1,0,1,0,0"
"Eye Cream,PIXI,Pixi Skintreats Rose Caviar Eye Cream 30g,12,4.2,""Water , Sodium Lauroyl Methyl Isethionate , Glycerin , Cocamidopropyl Betaine , Cocamidopropyl Hydroxysultaine , Sodium Methyl Oleoyl Taurate"",1,1,1,1,0"
"Treatment,Clinique,Clinique Moisture Surge 100H Auto-Replenishing Hydrator 40ml,24,4.0,""Water, Lactic Acid, Propanediol, Jojoba Esters, Glycolic Acid, Potassium Hydroxide, Salix Alba (Willow) Bark Extract"",0,0,1,0,0"
Serum,Drunk Elephant,Drunk Elephant C-Firma Fresh Day Serum 125ml,90,4.2,100% Unrefined Sclerocraya Birrea (Marula) Kernel Oil.*,1,1,1,1,0
"Moisturizer,COSRX,COSRX AC Collection Lightweight Soothing Moisturizer 75ml,5,4.0,""Water,Snail Secretion Filtrate,Phenyl Trimethicone,Dimethicone,Butylene Glycol,Butylene Glycol Dicaprylate/Dicaprate,Orbignya Oleifera Seed Oil"",1,0,1,0,1"
"Treatment,COSRX,COSRX Oil-Free Ultra-Moisturizing Lotion 200ml,36,3.6,""Water, Glycerin, Caprylic/ Capric Triglyceride, Isopropyl Isostearate, Pseudozyma Epicola/Camellia Sinensis Seed Oil/Glucose/Glycine Soja Meal*"",1,1,1,1,0"
"Treatment,Drunk Elephant,Drunk Elephant Virgin Marula Luxury Face Oil 20ml,105,4.6,""Water, Snail Secretion Filtrate, Phenyl Trimethicone, Dimethicone, Butylene Glycol, Butylene Glycol Dicaprylate/Dicaprate, Orbignya Oleifera Seed Oil *."",1,1,1,0,0"
"Treatment,Avène,Avène Retrinal+ 0.1 Intensive Cream 125ml,39,4.4,""Algae (Seaweed) Extract, Mineral Oil, Petrolatum, Glycerin, Isohexadecane, Microcrystalline Wax, Lanolin Alcohol, Citrus Aurantifolia (Lime) Extract, Sesamum Indicum (Sesame) Seed Oil, Eucalyptus Globulus (Eucalyptus) Leaf Oil*"",1,1,1,1,0"
"Treatment,PIXI,Pixi Retinol Tonic 50ml,13,4.9,""Galactomyces Ferment Filtrate (Pitera), Butylene Glycol, Pentylene Glycol, Water, Sodium Benzoate, Methylparaben, Sorbic Acid.*"",1,0,1,0,1"
"Treatment,Clinique,Clinique Moisture Surge 100H Auto-Replenishing Hydrator 30ml,10,4.9,""Galactomyces Ferment Filtrate (Pitera) , Butylene Glycol , Pentylene Glycol , Water , Sodium Benzoate , Methylparaben , Sorbic Acid."",0,1,1,1,0"
"Treatment,COSRX,COSRX Full Fit Propolis Light Cream 100ml,29,5.0,""Water, Lactic Acid, Propanediol, Jojoba Esters, Glycolic Acid, Potassium Hydroxide, Salix Alba (Willow) Bark Extract"",1,0,1,1,0"
"Treatment,Paula's Choice,Paula's Choice DEFENSE Antioxidant Pore Purifier 340g,88,3.8,""Water,Dicaprylyl Carbonate,Glycerin,Cetearyl Alcohol,Cetearyl Olivate,Sorbitan Olivate,Sclerocarya Birrea Seed Oil,Bacillus/Soybean/ Folic Acid Ferment Extract"",1,0,1,0,0"
"Serum,Bioderma,Bioderma Pigmentbio C-Concentrate Brightening Serum 340g,30,4.8,""Water, Sodium Lauroyl Methyl Isethionate, Glycerin, Cocamidopropyl Betaine, Cocamidopropyl Hydroxysultaine, Sodium Methyl Oleoyl Taurate."",0,0,1,1,1"
"Moisturizer,Clinique,Clinique Turnaround Overnight Revitalizing Moisturizer 15ml,6,4.0,""Water, Glycerin, Caprylic/ Capric Triglyceride, Isopropyl Isostearate, Pseudozyma Epicola/Camellia Sinensis Seed Oil/Glucose/Glycine Soja Meal *."",1,1,1,0,1"
"Treatment,Drunk Elephant,Drunk Elephant A-Passioni Retinol Cream 75ml,103,4.3,""Galactomyces Ferment Filtrate (Pitera) , Butylene Glycol , Pentylene Glycol , Water , Sodium Benzoate , Methylparaben , Sorbic Acid."",0,0,1,0,0"
"Treatment,First Aid Beauty,First Aid Beauty KP Bump Eraser Body Scrub 15ml,89,4.5,""Galactomyces Ferment Filtrate (Pitera), Butylene Glycol, Pentylene Glycol, Water, Sodium Benzoate, Methylparaben, Sorbic Acid. *."",0,0,0,0,1"
"Serum,Olay Regenerist,Olay Regenerist Collagen Peptide24 Serum 125ml,14,4.6,""Water, Lactic Acid, Propanediol, Jojoba Esters, Glycolic Acid, Potassium Hydroxide, Salix Alba (Willow) Bark Extract."",1,0,1,1,0"
"Serum,Neutrogena,Neutrogena Cellular Boost Concentrate Serum 30ml,64,4.2,""Water, Snail Secretion Filtrate, Phenyl Trimethicone, Dimethicone, Butylene Glycol, Butylene Glycol Dicaprylate/Dicaprate, Orbignya Oleifera Seed Oil."",1,0,1,1,0"
"Treatment,REN Clean Skincare,REN Clean Skincare Evercalm Global Protection Day Cream 60ml,21,3.9,""Water, Lactic Acid, Propanediol, Jojoba Esters, Glycolic Acid, Potassium Hydroxide, Salix Alba (Willow) Bark Extract *."",1,1,1,0,1"
"Treatment,Avène,Avène Cicalfate+ Restorative Protective Cream 15ml,7,4.5,""Water, Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate*, Dimethicone, Propanediol, Glycerin."",0,1,1,1,1"
"Treatment,La Roche-Posay,La Roche-Posay Anthelios Invisible Fluid SPF50+ 60ml,56,4.4,""Water,Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate*,Dimethicone,Propanediol,Glycerin"",1,1,1,0,0"
"Treatment,The Ordinary,The Ordinary Hyaluronic Acid 2% + B5 340g,32,4.4,""Water , Dicaprylyl Carbonate , Glycerin , Cetearyl Alcohol , Cetearyl Olivate , Sorbitan Olivate , Sclerocarya Birrea Seed Oil , Bacillus/Soybean/ Folic Acid Ferment Extract"",1,1,1,0,1"
"Moisturizer,COSRX,COSRX AC Collection Lightweight Soothing Moisturizer 15ml,62,4.3,""Water, Lactic Acid, Propanediol, Jojoba Esters, Glycolic Acid, Potassium Hydroxide, Salix Alba (Willow) Bark Extract*"",1,1,0,1,0"
"Serum,PIXI,Pixi +C VIT Brightening Serum 340g,100,4.2,""Water, Sodium Lauroyl Methyl Isethionate, Glycerin, Cocamidopropyl Betaine, Cocamidopropyl Hydroxysultaine, Sodium Methyl Oleoyl Taurate."",1,1,1,0,0"
"Treatment,Sunday Riley,Sunday Riley UFO Ultra-Clarifying Face Oil 150ml,43,4.6,""Water , Dicaprylyl Carbonate , Glycerin , Cetearyl Alcohol , Cetearyl Olivate , Sorbitan Olivate , Sclerocarya Birrea Seed Oil , Bacillus/Soybean/ Folic Acid Ferment Extract"",1,0,0,0,0"
"Moisturizer,Paula's Choice,Paula's Choice CALM Redness Relief Moisturizer SPF 30 200ml,68,4.0,""Galactomyces Ferment Filtrate (Pitera) , Butylene Glycol , Pentylene Glycol , Water , Sodium Benzoate , Methylparaben , Sorbic Acid."",0,0,1,0,0"
"Treatment,Avène,Avène Retrinal+ 0.1 Intensive Cream 30g,107,4.6,""Water, Dicaprylyl Carbonate, Glycerin, Cetearyl Alcohol, Cetearyl Olivate, Sorbitan Olivate, Sclerocarya Birrea Seed Oil, Bacillus/Soybean/ Folic Acid Ferment Extract *."",0,0,1,1,1"
"Treatment,Bioderma,Bioderma Cicabio Arnica+ Repairing Cream 40ml,101,3.8,""Galactomyces Ferment Filtrate (Pitera), Butylene Glycol, Pentylene Glycol, Water, Sodium Benzoate, Methylparaben, Sorbic Acid.."",1,0,0,0,0"
"Treatment,Neutrogena,Neutrogena Rapid Wrinkle Repair Retinol Cream 75ml,34,4.9,""Algae (Seaweed) Extract,Mineral Oil,Petrolatum,Glycerin,Isohexadecane,Microcrystalline Wax,Lanolin Alcohol,Citrus Aurantifolia (Lime) Extract,Sesamum Indicum (Sesame) Seed Oil,Eucalyptus Globulus (Eucalyptus) Leaf Oil"",1,0,1,1,0"
"Treatment,Kiehl's Powerful-Strength,Kiehl's Powerful-Strength Line-Reducing Concentrate 15ml,7,3.8,""Water, Snail Secretion Filtrate, Phenyl Trimethicone, Dimethicone, Butylene Glycol, Butylene Glycol Dicaprylate/Dicaprate, Orbignya Oleifera Seed Oil*"",0,0,1,1,1"
"Moisturizer,First Aid Beauty,First Aid Beauty Ultra Repair Tinted Moisturizer SPF 30 340g,36,3.8,""Algae (Seaweed) Extract, Mineral Oil, Petrolatum, Glycerin, Isohexadecane, Microcrystalline Wax, Lanolin Alcohol, Citrus Aurantifolia (Lime) Extract, Sesamum Indicum (Sesame) Seed Oil, Eucalyptus Globulus (Eucalyptus) Leaf Oil."",1,1,1,1,0"
"Treatment,REN Clean Skincare,REN Clean Skincare Evercalm Global Protection Day Cream 30g,26,3.6,""Water, Lactic Acid, Propanediol, Jojoba Esters, Glycolic Acid, Potassium Hydroxide, Salix Alba (Willow) Bark Extract*"",1,1,1,0,1"
"Treatment,COSRX,COSRX Advanced Snail 92 All in One Cream 20ml,93,4.3,""Water, Lactic Acid, Propanediol, Jojoba Esters, Glycolic Acid, Potassium Hydroxide, Salix Alba (Willow) Bark Extract"",1,1,0,1,1"
"Moisturizer,Paula's Choice,Paula's Choice SKIN RECOVERY Replenishing Moisturizer 30ml,90,3.5,""Water, Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate*, Dimethicone, Propanediol, Glycerin*"",0,1,1,1,1"
"Treatment,Tatcha The,Tatcha The Clarifying Clay Mask 56.7g,38,4.8,""Water, Snail Secretion Filtrate, Phenyl Trimethicone, Dimethicone, Butylene Glycol, Butylene Glycol Dicaprylate/Dicaprate, Orbignya Oleifera Seed Oil."",0,0,1,0,1"
"Treatment,CeraVe,CeraVe Renewing SA Cream 100ml,25,5.0,""Galactomyces Ferment Filtrate (Pitera), Butylene Glycol, Pentylene Glycol, Water, Sodium Benzoate, Methylparaben, Sorbic Acid. *."",1,0,1,0,0"
"Treatment,COSRX,COSRX Balancium B5 Biome Comfort Cream 75ml,86,4.6,""Water, Snail Secretion Filtrate, Phenyl Trimethicone, Dimethicone, Butylene Glycol, Butylene Glycol Dicaprylate/Dicaprate, Orbignya Oleifera Seed Oil *."",1,1,1,0,1"
"Treatment,COSRX,COSRX AHA/BHA Clarifying Treatment Toner 200ml,30,4.7,""Water, Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate*, Dimethicone, Propanediol, Glycerin"",1,0,1,0,0"
"Eye Cream,Clinique,Clinique Repairwear Laser Focus Eye Cream 250ml,68,4.6,""Algae (Seaweed) Extract, Mineral Oil, Petrolatum, Glycerin, Isohexadecane, Microcrystalline Wax, Lanolin Alcohol, Citrus Aurantifolia (Lime) Extract, Sesamum Indicum (Sesame) Seed Oil, Eucalyptus Globulus (Eucalyptus) Leaf Oil *."",1,1,1,1,0"
"Treatment,Tatcha The,Tatcha The Silk Cream 200ml,110,4.5,""Water , Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate* , Dimethicone , Propanediol , Glycerin"",1,0,0,1,1"
"Serum,REN Clean Skincare,REN Clean Skincare Radiance Perfection Serum 50ml,100,3.6,""Water, Glycerin, Caprylic/ Capric Triglyceride, Isopropyl Isostearate, Pseudozyma Epicola/Camellia Sinensis Seed Oil/Glucose/Glycine Soja Meal."",1,1,1,0,1"
"Treatment,Clinique,Clinique Smart Night Custom-Repair Moisturiser 20ml,58,3.9,""Water , Lactic Acid , Propanediol , Jojoba Esters , Glycolic Acid , Potassium Hydroxide , Salix Alba (Willow) Bark Extract"",0,0,1,0,1"
"Treatment,Olay Regenerist,Olay Regenerist Micro-Sculpting Cream 15ml,79,4.6,""Water , Glycerin , Caprylic/ Capric Triglyceride , Isopropyl Isostearate , Pseudozyma Epicola/Camellia Sinensis Seed Oil/Glucose/Glycine Soja Meal"",0,1,1,1,0"
"Serum,La Roche-Posay,La Roche-Posay Retinol B3 Serum 340g,86,5.0,""Water , Glycerin , Caprylic/ Capric Triglyceride , Isopropyl Isostearate , Pseudozyma Epicola/Camellia Sinensis Seed Oil/Glucose/Glycine Soja Meal"",0,1,1,1,0"
"Treatment,REN Clean Skincare,REN Clean Skincare Evercalm Global Protection Day Cream 60ml,22,3.8,""Galactomyces Ferment Filtrate (Pitera), Butylene Glycol, Pentylene Glycol, Water, Sodium Benzoate, Methylparaben, Sorbic Acid.*"",1,0,1,0,0"
Treatment,Tatcha The,Tatcha The Rice Polish Foaming Enzyme Powder 75ml,29,4.6,Caprylic/Capric Triglyceride Dicaprylyl Carbonate Squalane Rosa Canina Fruit Oil Oenothera Biennis Oil,1,0,1,1,0
"Treatment,Kiehl's Ultra,Kiehl's Ultra Facial Cream 40ml,80,4.8,""Water, Sodium Lauroyl Methyl Isethionate, Glycerin, Cocamidopropyl Betaine, Cocamidopropyl Hydroxysultaine, Sodium Methyl Oleoyl Taurate*"",0,0,1,0,0"
Treatment,Tatcha The,Tatcha The Dewy Skin Cream 75ml,6,4.8,Caprylic/Capric Triglyceride Dicaprylyl Carbonate Squalane Rosa Canina Fruit Oil Oenothera Biennis Oil *.,0,1,1,0,0
"Treatment,CeraVe,CeraVe Moisturising Cream 50ml,56,3.6,""Water,Dicaprylyl Carbonate,Glycerin,Cetearyl Alcohol,Cetearyl Olivate,Sorbitan Olivate,Sclerocarya Birrea Seed Oil,Bacillus/Soybean/ Folic Acid Ferment Extract"",0,1,1,0,0"
"Treatment,Neutrogena,Neutrogena Bright Boost Gel Cream 340g,39,4.3,""Water , Lactic Acid , Propanediol , Jojoba Esters , Glycolic Acid , Potassium Hydroxide , Salix Alba (Willow) Bark Extract"",0,1,1,1,0"
"Treatment,Avène,Avène Eau Thermale Spray 50ml,40,4.5,""Water , Sodium Lauroyl Methyl Isethionate , Glycerin , Cocamidopropyl Betaine , Cocamidopropyl Hydroxysultaine , Sodium Methyl Oleoyl Taurate"",1,1,1,0,1"
"Treatment,REN Clean Skincare,REN Clean Skincare Evercalm Global Protection Day Cream 340g,100,3.5,""Water, Glycerin, Caprylic/ Capric Triglyceride, Isopropyl Isostearate, Pseudozyma Epicola/Camellia Sinensis Seed Oil/Glucose/Glycine Soja Meal*"",1,0,1,1,1"
"Treatment,La Roche-Posay,La Roche-Posay Toleriane Double Repair Moisturiser 20ml,19,4.5,""Water, Glycerin, Caprylic/ Capric Triglyceride, Isopropyl Isostearate, Pseudozyma Epicola/Camellia Sinensis Seed Oil/Glucose/Glycine Soja Meal"",1,0,1,0,0"
"Treatment,Tatcha The,Tatcha The Essence Plump Skin Softener 150ml,5,4.7,""Galactomyces Ferment Filtrate (Pitera) , Butylene Glycol , Pentylene Glycol , Water , Sodium Benzoate , Methylparaben , Sorbic Acid."",0,1,1,0,1"
"Treatment,Paula's Choice,Paula's Choice BOOST 10% Niacinamide Booster 30g,57,4.1,""Water, Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate*, Dimethicone, Propanediol, Glycerin *."",1,1,1,1,1"
"Treatment,The Ordinary,The Ordinary AHA 30% + BHA 2% Peeling Solution 15ml,99,4.5,""Water, Lactic Acid, Propanediol, Jojoba Esters, Glycolic Acid, Potassium Hydroxide, Salix Alba (Willow) Bark Extract"",1,1,1,0,0"
"Treatment,Bioderma,Bioderma Sensibio Light Soothing Cream 30ml,108,4.7,""Algae (Seaweed) Extract, Mineral Oil, Petrolatum, Glycerin, Isohexadecane, Microcrystalline Wax, Lanolin Alcohol, Citrus Aurantifolia (Lime) Extract, Sesamum Indicum (Sesame) Seed Oil, Eucalyptus Globulus (Eucalyptus) Leaf Oil."",0,1,1,0,0"
"Treatment,La Roche-Posay,La Roche-Posay Lipikar Balm AP+ 40ml,69,4.8,""Water,Glycerin,Caprylic/ Capric Triglyceride,Isopropyl Isostearate,Pseudozyma Epicola/Camellia Sinensis Seed Oil/Glucose/Glycine Soja Meal"",0,1,1,0,1"
"Treatment,Drunk Elephant,Drunk Elephant Protini Polypeptide Cream 20ml,96,3.6,""Water, Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate*, Dimethicone, Propanediol, Glycerin."",1,1,1,1,0"
"Treatment,Sunday Riley,Sunday Riley Auto Correct Brightening and Depuffing Eye Contour Cream 30g,66,4.3,""Galactomyces Ferment Filtrate (Pitera),Butylene Glycol,Pentylene Glycol,Water,Sodium Benzoate,Methylparaben,Sorbic Acid."",1,0,1,0,0"
"Treatment,Tatcha The,Tatcha The Clarifying Clay Mask 56.7g,79,3.6,""Water, Snail Secretion Filtrate, Phenyl Trimethicone, Dimethicone, Butylene Glycol, Butylene Glycol Dicaprylate/Dicaprate, Orbignya Oleifera Seed Oil"",1,0,1,0,0"
"Treatment,Avène,Avène Cicalfate+ Restorative Protective Cream 50ml,106,5.0,""Water, Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate*, Dimethicone, Propanediol, Glycerin *."",0,1,0,1,1"
"Treatment,Skinceuticals Triple,Skinceuticals Triple Lipid Restore 2:4:2 56.7g,52,4.8,""Water,Glycerin,Caprylic/ Capric Triglyceride,Isopropyl Isostearate,Pseudozyma Epicola/Camellia Sinensis Seed Oil/Glucose/Glycine Soja Meal"",1,1,1,0,0"
"Treatment,COSRX,COSRX AHA/BHA Clarifying Treatment Toner 20ml,70,4.4,""Algae (Seaweed) Extract, Mineral Oil, Petrolatum, Glycerin, Isohexadecane, Microcrystalline Wax, Lanolin Alcohol, Citrus Aurantifolia (Lime) Extract, Sesamum Indicum (Sesame) Seed Oil, Eucalyptus Globulus (Eucalyptus) Leaf Oil*"",1,1,1,1,0"
"Serum,Murad,Murad Retinol Youth Renewal Serum 15ml,102,4.4,""Water, Lactic Acid, Propanediol, Jojoba Esters, Glycolic Acid, Potassium Hydroxide, Salix Alba (Willow) Bark Extract"",0,1,1,0,1"
Treatment,Drunk Elephant,Drunk Elephant A-Passioni Retinol Cream 20ml,77,4.2,Caprylic/Capric Triglyceride Dicaprylyl Carbonate Squalane Rosa Canina Fruit Oil Oenothera Biennis Oil*,1,1,1,1,1
"Treatment,La Roche-Posay,La Roche-Posay Lipikar Balm AP+ 15ml,57,4.0,""Water, Snail Secretion Filtrate, Phenyl Trimethicone, Dimethicone, Butylene Glycol, Butylene Glycol Dicaprylate/Dicaprate, Orbignya Oleifera Seed Oil."",0,1,1,0,1"
Treatment,CeraVe,CeraVe Renewing SA Cream 40ml,41,4.2,Caprylic/Capric Triglyceride Dicaprylyl Carbonate Squalane Rosa Canina Fruit Oil Oenothera Biennis Oil,1,1,1,0,0
"Treatment,Olay Luminous,Olay Luminous Whip Face Moisturiser 75ml,96,4.0,""Water, Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate*, Dimethicone, Propanediol, Glycerin"",1,1,1,1,0"
"Treatment,PIXI,Pixi Rose Ceramide Cream 60ml,78,3.6,""Galactomyces Ferment Filtrate (Pitera),Butylene Glycol,Pentylene Glycol,Water,Sodium Benzoate,Methylparaben,Sorbic Acid."",1,0,1,0,0"
"Treatment,REN Clean Skincare,REN Clean Skincare Ready Steady Glow Daily AHA Tonic 200ml,72,3.8,""Water, Dicaprylyl Carbonate, Glycerin, Cetearyl Alcohol, Cetearyl Olivate, Sorbitan Olivate, Sclerocarya Birrea Seed Oil, Bacillus/Soybean/ Folic Acid Ferment Extract."",1,1,1,1,0"
"Treatment,Paula's Choice,Paula's Choice CLINICAL 1% Retinol Treatment 340g,54,3.8,""Galactomyces Ferment Filtrate (Pitera), Butylene Glycol, Pentylene Glycol, Water, Sodium Benzoate, Methylparaben, Sorbic Acid.*"",0,0,1,1,0"
"Serum,Kiehl's Calendula,Kiehl's Calendula Serum-Infused Water Cream 150ml,76,4.0,""Water, Sodium Lauroyl Methyl Isethionate, Glycerin, Cocamidopropyl Betaine, Cocamidopropyl Hydroxysultaine, Sodium Methyl Oleoyl Taurate."",1,1,1,0,0"
"Treatment,PIXI,Pixi Rose Ceramide Cream 30g,92,3.8,""Water , Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate* , Dimethicone , Propanediol , Glycerin"",1,0,1,0,0"
"Treatment,REN Clean Skincare,REN Clean Skincare Perfect Canvas Clean Primer 30g,71,3.5,""Water, Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate*, Dimethicone, Propanediol, Glycerin *."",1,1,1,1,0"
"Serum,Kiehl's Calendula,Kiehl's Calendula Serum-Infused Water Cream 15ml,5,5.0,""Water, Sodium Lauroyl Methyl Isethionate, Glycerin, Cocamidopropyl Betaine, Cocamidopropyl Hydroxysultaine, Sodium Methyl Oleoyl Taurate."",1,0,0,0,0"
"Eye Cream,Clinique,Clinique Repairwear Laser Focus Eye Cream 125ml,42,4.1,""Water,Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate*,Dimethicone,Propanediol,Glycerin"",1,1,1,1,0"
"Moisturizer,Olay Vitamin,Olay Vitamin C + Peptide 24 Face Moisturizer 200ml,88,4.8,""Water, Glycerin, Caprylic/ Capric Triglyceride, Isopropyl Isostearate, Pseudozyma Epicola/Camellia Sinensis Seed Oil/Glucose/Glycine Soja Meal"",1,0,1,1,0"
"Treatment,PIXI,Pixi Glow Tonic 75ml,104,3.7,""Water, Sodium Lauroyl Methyl Isethionate, Glycerin, Cocamidopropyl Betaine, Cocamidopropyl Hydroxysultaine, Sodium Methyl Oleoyl Taurate *."",1,1,1,1,0"
"Treatment,CeraVe,CeraVe AM Facial Moisturising Lotion SPF25 56.7g,33,4.2,""Water, Lactic Acid, Propanediol, Jojoba Esters, Glycolic Acid, Potassium Hydroxide, Salix Alba (Willow) Bark Extract*"",0,1,1,1,0"
"Treatment,Drunk Elephant,Drunk Elephant Protini Polypeptide Cream 40ml,87,4.7,""Algae (Seaweed) Extract, Mineral Oil, Petrolatum, Glycerin, Isohexadecane, Microcrystalline Wax, Lanolin Alcohol, Citrus Aurantifolia (Lime) Extract, Sesamum Indicum (Sesame) Seed Oil, Eucalyptus Globulus (Eucalyptus) Leaf Oil."",1,0,1,1,0"
Serum,Olay Regenerist,Olay Regenerist Collagen Peptide24 Serum 30g,92,4.4,100% Unrefined Sclerocraya Birrea (Marula) Kernel Oil. *.,0,0,1,1,0
"Cleanser,Murad,Murad AHA/BHA Exfoliating Cleanser 200ml,60,3.7,""Water , Snail Secretion Filtrate , Phenyl Trimethicone , Dimethicone , Butylene Glycol , Butylene Glycol Dicaprylate/Dicaprate , Orbignya Oleifera Seed Oil"",1,1,1,0,1"
"Treatment,Paula's Choice,Paula's Choice SKIN PERFECTING 2% BHA Liquid Exfoliant 30ml,94,3.5,""Water, Sodium Lauroyl Methyl Isethionate, Glycerin, Cocamidopropyl Betaine, Cocamidopropyl Hydroxysultaine, Sodium Methyl Oleoyl Taurate."",0,1,1,0,0"
"Treatment,Paula's Choice,Paula's Choice BOOST 10% Niacinamide Booster 150ml,15,4.5,""Water, Glycerin, Caprylic/ Capric Triglyceride, Isopropyl Isostearate, Pseudozyma Epicola/Camellia Sinensis Seed Oil/Glucose/Glycine Soja Meal."",1,1,1,1,0"
"Serum,Bioderma,Bioderma Pigmentbio C-Concentrate Brightening Serum 56.7g,47,3.8,""Galactomyces Ferment Filtrate (Pitera) , Butylene Glycol , Pentylene Glycol , Water , Sodium Benzoate , Methylparaben , Sorbic Acid."",0,1,1,1,1"
"Treatment,Skinceuticals Phyto,Skinceuticals Phyto Corrective Gel 56.7g,6,3.5,""Water, Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate*, Dimethicone, Propanediol, Glycerin"",1,1,1,1,0"
"Cleanser,Murad,Murad AHA/BHA Exfoliating Cleanser 30ml,50,4.8,""Algae (Seaweed) Extract, Mineral Oil, Petrolatum, Glycerin, Isohexadecane, Microcrystalline Wax, Lanolin Alcohol, Citrus Aurantifolia (Lime) Extract, Sesamum Indicum (Sesame) Seed Oil, Eucalyptus Globulus (Eucalyptus) Leaf Oil"",1,0,1,1,0"
"Treatment,Tatcha The,Tatcha The Essence Plump Skin Softener 125ml,24,3.9,""Water, Dicaprylyl Carbonate, Glycerin, Cetearyl Alcohol, Cetearyl Olivate, Sorbitan Olivate, Sclerocarya Birrea Seed Oil, Bacillus/Soybean/ Folic Acid Ferment Extract."",1,1,1,0,0"
"Treatment,CeraVe,CeraVe PM Facial Moisturising Lotion 40ml,94,4.3,""Water , Glycerin , Caprylic/ Capric Triglyceride , Isopropyl Isostearate , Pseudozyma Epicola/Camellia Sinensis Seed Oil/Glucose/Glycine Soja Meal"",1,0,1,0,1"
